listing_id,property_type,city,region,price,created_at,updated_at,agent_id
id_0299,duplex,Toulouse,Occitanie,817437,2025-05-02,2025-05-02,agent_016
id_0300,loft,Saint-Etienne,Auvergne-Rhone-Alpes,383262,2025-11-04,2025-11-11,agent_018
id_0301,apartment,Limoges,Nouvelle-Aquitaine,393818,2025-03-17,2025-03-17,agent_012
id_0302,apartment,Boulogne-Billancourt,Ile-de-France,512938,2025-06-19,2025-06-20,agent_004
id_0303,house,Grenoble,Auvergne-Rhone-Alpes,1054737,2025-05-26,2025-06-17,agent_020
id_0304,loft,Montpellier,Occitanie,677685,2025-01-19,2025-01-19,agent_010
id_0305,loft,Poitiers,Nouvelle-Aquitaine,370953,2025-08-07,2025-08-09,agent_010
id_0306,apartment,Grenoble,Auvergne-Rhone-Alpes,487748,2025-06-18,2025-07-04,agent_007
id_0307,duplex,Amiens,Hauts-de-France,361010,2025-02-25,2025-03-17,agent_017
id_0308,duplex,Versailles,Ile-de-France,601137,2025-08-07,2025-08-17,agent_009
id_0309,house,Nîmes,Occitanie,994129,2025-10-16,2025-11-08,agent_016
id_0310,duplex,Grenoble,Auvergne-Rhone-Alpes,544026,2025-12-29,2025-12-29,agent_007
id_0311,apartment,Paris,Ile-de-France,1718667,2025-11-17,2025-12-10,agent_007
id_0312,loft,Perpignan,Occitanie,347702,2025-06-20,2025-07-15,agent_007
id_0313,studio,Boulogne-Billancourt,Ile-de-France,166694,2025-02-04,2025-02-20,agent_018
id_0314,apartment,Bordeaux,Nouvelle-Aquitaine,824208,2025-06-24,2025-07-12,agent_020
id_0315,house,Boulogne-Billancourt,Ile-de-France,696569,2025-06-23,2025-07-08,agent_016
id_0316,loft,Boulogne-Billancourt,Ile-de-France,462934,2025-11-18,2025-12-15,agent_018
id_0317,loft,Pau,Nouvelle-Aquitaine,358743,2025-09-24,2025-09-24,agent_011
id_0318,house,Toulouse,Occitanie,955445,2025-12-17,2026-01-15,agent_012
id_0319,studio,Boulogne-Billancourt,Ile-de-France,108171,2025-06-23,2025-07-13,agent_018
id_0320,house,Aix-en-Provence,Provence-Alpes,974103,2025-03-01,2025-03-25,agent_010
id_0321,apartment,Roubaix,Hauts-de-France,484685,2025-07-31,2025-07-31,agent_008
id_0322,studio,Pau,Nouvelle-Aquitaine,156659,2025-09-26,2025-09-29,agent_012
id_0323,apartment,Boulogne-Billancourt,Ile-de-France,665330,2025-09-17,2025-09-17,agent_016
id_0324,house,Montpellier,Occitanie,706637,2025-09-05,2025-09-21,agent_010
id_0325,apartment,Limoges,Nouvelle-Aquitaine,741218,2025-12-13,2025-12-19,agent_002
id_0326,duplex,Saint-Etienne,Auvergne-Rhone-Alpes,421462,2025-01-03,2025-01-04,agent_020
id_0327,loft,Saint-Denis,Ile-de-France,348381,2025-02-22,2025-03-15,agent_010
id_0328,house,Saint-Denis,Ile-de-France,686467,2025-04-13,2025-04-13,agent_009
id_0329,loft,Nîmes,Occitanie,423365,2025-05-20,2025-05-20,agent_009
id_0330,duplex,Paris,Ile-de-France,2217025,2025-09-21,2025-09-21,agent_018
id_0331,studio,Poitiers,Nouvelle-Aquitaine,137108,2025-12-27,2026-01-14,agent_008
id_0332,studio,Marseille,Provence-Alpes,188798,2025-10-04,2025-10-08,agent_001
id_0333,apartment,Lyon,Auvergne-Rhone-Alpes,903349,2025-01-28,2025-01-28,agent_013
id_0334,duplex,Aix-en-Provence,Provence-Alpes,672899,2025-06-09,2025-06-15,agent_018
id_0335,duplex,Versailles,Ile-de-France,438197,2025-02-17,2025-03-18,agent_015
id_0336,studio,Versailles,Ile-de-France,222000,2025-08-29,2025-08-29,agent_008
id_0337,studio,Toulon,Provence-Alpes,202780,2025-04-04,2025-04-25,agent_011
id_0338,loft,Pau,Nouvelle-Aquitaine,331734,2025-02-03,2025-02-14,agent_016
id_0339,studio,Grenoble,Auvergne-Rhone-Alpes,191387,2025-11-06,2025-11-22,agent_004
id_0340,studio,Lyon,Auvergne-Rhone-Alpes,368686,2025-11-29,2025-11-29,agent_010
id_0341,loft,Perpignan,Occitanie,733525,2025-05-03,2025-05-20,agent_006
id_0342,apartment,Saint-Etienne,Auvergne-Rhone-Alpes,557264,2025-04-17,2025-05-05,agent_014
id_0343,duplex,Clermont-Ferrand,Auvergne-Rhone-Alpes,547625,2025-03-30,2025-04-01,agent_019
id_0344,duplex,Lyon,Auvergne-Rhone-Alpes,1178091,2025-06-16,2025-07-12,agent_015
id_0345,loft,Toulon,Provence-Alpes,372988,2025-11-03,2025-11-03,agent_020
id_0346,loft,Clermont-Ferrand,Auvergne-Rhone-Alpes,364468,2025-02-16,2025-02-16,agent_005
id_0347,house,Toulouse,Occitanie,1042984,2025-03-18,2025-03-27,agent_013
id_0348,house,Perpignan,Occitanie,565651,2025-12-15,2025-12-24,agent_019
id_0349,loft,Roubaix,Hauts-de-France,660987,2025-02-15,2025-03-06,agent_017
id_0350,studio,Grenoble,Auvergne-Rhone-Alpes,116360,2025-07-09,2025-08-08,agent_002
id_0351,apartment,Saint-Denis,Ile-de-France,495917,2025-01-16,2025-01-16,agent_019
id_0352,loft,Clermont-Ferrand,Auvergne-Rhone-Alpes,725756,2025-07-15,2025-07-21,agent_006
id_0353,house,Grenoble,Auvergne-Rhone-Alpes,932401,2025-07-16,2025-07-27,agent_014
id_0354,house,Toulon,Provence-Alpes,490800,2025-01-06,2025-01-06,agent_001
id_0355,loft,Aix-en-Provence,Provence-Alpes,442371,2025-02-13,2025-02-13,agent_014
id_0356,duplex,Saint-Etienne,Auvergne-Rhone-Alpes,488531,2025-08-21,2025-09-07,agent_015
id_0357,house,Clermont-Ferrand,Auvergne-Rhone-Alpes,544816,2025-08-06,2025-08-24,agent_016
id_0358,duplex,Amiens,Hauts-de-France,582329,2025-07-30,2025-08-17,agent_012
id_0359,duplex,Paris,Ile-de-France,2016857,2025-12-27,2026-01-14,agent_016
id_0360,house,Lille,Hauts-de-France,1115654,2025-09-27,2025-10-21,agent_009
id_0361,duplex,Lyon,Auvergne-Rhone-Alpes,589113,2025-05-06,2025-05-29,agent_003
id_0362,duplex,Roubaix,Hauts-de-France,355337,2025-06-25,2025-06-25,agent_016
id_0363,duplex,Saint-Etienne,Auvergne-Rhone-Alpes,647617,2025-08-04,2025-08-29,agent_010
id_0364,apartment,Limoges,Nouvelle-Aquitaine,518841,2025-10-16,2025-10-16,agent_016
id_0365,duplex,Montpellier,Occitanie,354127,2025-12-03,2025-12-28,agent_020
id_0366,loft,Saint-Denis,Ile-de-France,386518,2025-03-06,2025-04-02,agent_009
id_0367,duplex,Limoges,Nouvelle-Aquitaine,594620,2025-05-21,2025-05-21,agent_004
id_0368,duplex,Montpellier,Occitanie,458477,2025-12-04,2025-12-29,agent_006
id_0369,loft,Limoges,Nouvelle-Aquitaine,489592,2025-09-28,2025-10-08,agent_003
id_0370,loft,Nice,Provence-Alpes,1099510,2025-07-16,2025-07-16,agent_015
id_0371,house,Amiens,Hauts-de-France,955822,2025-06-26,2025-06-26,agent_009
id_0372,house,Paris,Ile-de-France,2091385,2025-07-24,2025-08-08,agent_018
id_0373,loft,Aix-en-Provence,Provence-Alpes,797643,2025-05-15,2025-05-15,agent_014
id_0374,loft,Saint-Denis,Ile-de-France,700560,2025-12-14,2025-12-30,agent_002
id_0375,loft,Saint-Denis,Ile-de-France,585831,2025-06-21,2025-06-21,agent_004
id_0376,loft,Pau,Nouvelle-Aquitaine,553542,2025-12-11,2025-12-17,agent_017
id_0377,studio,Limoges,Nouvelle-Aquitaine,243553,2025-01-06,2025-02-01,agent_003
id_0378,apartment,Versailles,Ile-de-France,750779,2025-02-23,2025-03-06,agent_008
id_0379,studio,Roubaix,Hauts-de-France,150614,2025-01-18,2025-01-18,agent_003
id_0380,duplex,Boulogne-Billancourt,Ile-de-France,427706,2025-12-29,2025-12-31,agent_020
id_0381,duplex,Aix-en-Provence,Provence-Alpes,493743,2025-02-26,2025-03-06,agent_010
id_0382,loft,Lyon,Auvergne-Rhone-Alpes,884713,2025-08-07,2025-08-28,agent_011
id_0383,apartment,Limoges,Nouvelle-Aquitaine,490756,2025-02-01,2025-02-11,agent_002
id_0384,house,Poitiers,Nouvelle-Aquitaine,811976,2025-02-05,2025-03-06,agent_007
id_0385,house,Perpignan,Occitanie,1026838,2025-09-09,2025-09-09,agent_018
id_0386,duplex,Grenoble,Auvergne-Rhone-Alpes,411410,2025-08-15,2025-08-18,agent_002
id_0387,duplex,Paris,Ile-de-France,1406922,2025-08-17,2025-08-17,agent_016
id_0388,apartment,Marseille,Provence-Alpes,609451,2025-05-17,2025-05-17,agent_011
id_0389,duplex,Lyon,Auvergne-Rhone-Alpes,1221771,2025-09-02,2025-09-29,agent_003
id_0390,apartment,Montpellier,Occitanie,603097,2025-12-19,2026-01-03,agent_004
id_0391,studio,Nîmes,Occitanie,179384,2025-07-25,2025-07-25,agent_003
id_0392,apartment,Poitiers,Nouvelle-Aquitaine,681966,2025-05-29,2025-06-03,agent_018
id_0393,house,Versailles,Ile-de-France,663388,2025-12-23,2025-12-26,agent_012
id_0394,loft,Lyon,Auvergne-Rhone-Alpes,748000,2025-03-13,2025-03-13,agent_001
id_0395,loft,Amiens,Hauts-de-France,707652,2025-02-02,2025-02-22,agent_010
id_0396,apartment,Saint-Etienne,Auvergne-Rhone-Alpes,238842,2025-06-23,2025-06-23,agent_002
id_0397,house,Lyon,Auvergne-Rhone-Alpes,1794463,2025-12-01,2025-12-15,agent_018
id_0398,apartment,Nice,Provence-Alpes,358003,2025-03-14,2025-03-14,agent_016
id_0399,house,Toulouse,Occitanie,1085363,2025-11-29,2025-11-29,agent_006
id_0400,studio,Lille,Hauts-de-France,125504,2025-08-22,2025-09-17,agent_019
id_0401,apartment,Paris,Ile-de-France,1803230,2025-11-01,2025-11-08,agent_003
id_0402,studio,Aix-en-Provence,Provence-Alpes,205384,2025-06-16,2025-06-16,agent_019
id_0403,studio,Montpellier,Occitanie,155897,2025-01-24,2025-02-03,agent_003
id_0404,house,Saint-Denis,Ile-de-France,1144348,2025-08-01,2025-08-01,agent_012
id_0405,loft,Montpellier,Occitanie,555479,2025-10-25,2025-10-25,agent_004
id_0406,house,Dunkerque,Hauts-de-France,366389,2025-09-07,2025-09-07,agent_001
id_0407,duplex,Marseille,Provence-Alpes,597514,2025-08-02,2025-08-27,agent_016
id_0408,house,Amiens,Hauts-de-France,500038,2025-11-24,2025-11-24,agent_015
id_0409,house,Grenoble,Auvergne-Rhone-Alpes,990195,2025-12-21,2025-12-21,agent_006
id_0410,duplex,Dunkerque,Hauts-de-France,392296,2025-11-18,2025-11-27,agent_012
id_0411,duplex,Lyon,Auvergne-Rhone-Alpes,820627,2025-04-09,2025-04-09,agent_017
id_0412,duplex,Saint-Denis,Ile-de-France,832195,2025-04-23,2025-05-13,agent_007
id_0413,house,Bordeaux,Nouvelle-Aquitaine,702228,2025-03-18,2025-04-17,agent_016
id_0414,house,Grenoble,Auvergne-Rhone-Alpes,1052695,2025-01-23,2025-01-23,agent_012
id_0415,loft,Limoges,Nouvelle-Aquitaine,563592,2025-06-21,2025-07-19,agent_015
id_0416,apartment,Paris,Ile-de-France,1908657,2025-04-01,2025-04-01,agent_001
id_0417,apartment,Lyon,Auvergne-Rhone-Alpes,670093,2025-08-16,2025-08-26,agent_014
id_0418,house,Toulon,Provence-Alpes,1166814,2025-02-26,2025-03-01,agent_008
id_0419,house,Dunkerque,Hauts-de-France,743774,2025-04-23,2025-04-23,agent_019
id_0420,loft,Lyon,Auvergne-Rhone-Alpes,677971,2025-04-21,2025-05-05,agent_006
id_0421,house,Clermont-Ferrand,Auvergne-Rhone-Alpes,829975,2025-04-10,2025-04-18,agent_007
id_0422,apartment,Limoges,Nouvelle-Aquitaine,796289,2025-01-31,2025-01-31,agent_004
id_0423,loft,Saint-Etienne,Auvergne-Rhone-Alpes,479517,2025-06-25,2025-06-25,agent_010
id_0424,duplex,Montpellier,Occitanie,478190,2025-10-23,2025-11-19,agent_008
id_0425,duplex,Versailles,Ile-de-France,812977,2025-04-21,2025-05-17,agent_015
id_0426,loft,Bordeaux,Nouvelle-Aquitaine,837952,2025-05-07,2025-05-25,agent_008
id_0427,duplex,Montpellier,Occitanie,305324,2025-08-02,2025-08-03,agent_016
id_0428,loft,Lille,Hauts-de-France,856921,2025-07-21,2025-08-15,agent_004
id_0429,house,Saint-Etienne,Auvergne-Rhone-Alpes,437127,2025-10-13,2025-11-04,agent_014
id_0430,studio,Nice,Provence-Alpes,266308,2025-05-03,2025-05-05,agent_001
id_0431,house,Clermont-Ferrand,Auvergne-Rhone-Alpes,1087468,2025-08-24,2025-09-16,agent_019
id_0432,loft,Versailles,Ile-de-France,445357,2025-12-27,2026-01-21,agent_012
id_0433,apartment,Dunkerque,Hauts-de-France,274132,2025-07-17,2025-07-27,agent_017
id_0434,loft,Saint-Denis,Ile-de-France,582894,2025-12-24,2026-01-10,agent_019
id_0435,duplex,Marseille,Provence-Alpes,652001,2025-01-29,2025-02-27,agent_012
id_0436,loft,Paris,Ile-de-France,1708372,2025-08-27,2025-09-07,agent_012
id_0437,duplex,Marseille,Provence-Alpes,514656,2025-03-12,2025-03-19,agent_018
id_0438,duplex,Versailles,Ile-de-France,519984,2025-04-26,2025-05-24,agent_009
id_0439,studio,Perpignan,Occitanie,114276,2025-02-02,2025-02-16,agent_016
id_0440,loft,Toulouse,Occitanie,857742,2025-12-14,2026-01-11,agent_010
id_0441,apartment,Clermont-Ferrand,Auvergne-Rhone-Alpes,397503,2025-08-23,2025-08-23,agent_013
id_0442,apartment,Toulon,Provence-Alpes,314677,2025-03-26,2025-03-26,agent_005
id_0443,house,Grenoble,Auvergne-Rhone-Alpes,895980,2025-11-18,2025-11-18,agent_014
id_0444,loft,Amiens,Hauts-de-France,663541,2025-08-04,2025-08-24,agent_001
id_0445,apartment,Limoges,Nouvelle-Aquitaine,223107,2025-04-29,2025-05-15,agent_011
id_0446,studio,Clermont-Ferrand,Auvergne-Rhone-Alpes,227440,2025-10-31,2025-11-16,agent_018
id_0447,studio,Saint-Etienne,Auvergne-Rhone-Alpes,248701,2025-03-09,2025-03-18,agent_006
id_0448,loft,Limoges,Nouvelle-Aquitaine,689967,2025-05-28,2025-05-29,agent_005
id_0449,loft,Poitiers,Nouvelle-Aquitaine,474444,2025-11-13,2025-12-05,agent_018
id_0450,house,Limoges,Nouvelle-Aquitaine,1092508,2025-12-21,2026-01-15,agent_005
id_0451,apartment,Nice,Provence-Alpes,364725,2025-06-12,2025-06-26,agent_009
id_0452,house,Limoges,Nouvelle-Aquitaine,939810,2025-12-29,2025-12-29,agent_011
id_0453,studio,Limoges,Nouvelle-Aquitaine,217552,2025-10-04,2025-10-21,agent_010
id_0454,loft,Paris,Ile-de-France,2059190,2025-03-16,2025-04-14,agent_011
id_0455,duplex,Marseille,Provence-Alpes,832056,2025-06-19,2025-06-28,agent_016
id_0456,duplex,Limoges,Nouvelle-Aquitaine,763581,2025-06-23,2025-07-16,agent_016
id_0457,duplex,Boulogne-Billancourt,Ile-de-France,422553,2025-06-07,2025-06-07,agent_020
id_0458,studio,Aix-en-Provence,Provence-Alpes,124243,2025-06-17,2025-06-17,agent_007
id_0459,studio,Montpellier,Occitanie,151305,2025-01-12,2025-01-12,agent_015
id_0460,duplex,Lille,Hauts-de-France,713583,2025-04-10,2025-04-29,agent_020
id_0461,studio,Toulouse,Occitanie,204217,2025-03-17,2025-03-30,agent_012
id_0462,apartment,Clermont-Ferrand,Auvergne-Rhone-Alpes,498477,2025-06-26,2025-07-10,agent_018
id_0463,loft,Boulogne-Billancourt,Ile-de-France,735798,2025-08-15,2025-08-15,agent_014
id_0464,house,Dunkerque,Hauts-de-France,965702,2025-11-03,2025-11-03,agent_007
id_0465,duplex,Pau,Nouvelle-Aquitaine,651709,2025-02-03,2025-02-21,agent_013
id_0466,loft,Paris,Ile-de-France,1466515,2025-08-01,2025-08-01,agent_015
id_0467,house,Amiens,Hauts-de-France,545041,2025-07-15,2025-07-15,agent_016
id_0468,duplex,Saint-Denis,Ile-de-France,618677,2025-09-10,2025-09-24,agent_008
id_0469,house,Paris,Ile-de-France,1563590,2025-06-03,2025-06-29,agent_016
id_0470,loft,Saint-Denis,Ile-de-France,488085,2025-09-09,2025-09-29,agent_008
id_0471,studio,Paris,Ile-de-France,573125,2025-02-04,2025-02-15,agent_019
id_0472,studio,Saint-Etienne,Auvergne-Rhone-Alpes,224791,2025-12-22,2026-01-02,agent_017
id_0473,studio,Lille,Hauts-de-France,142689,2025-10-25,2025-10-25,agent_011
id_0474,studio,Grenoble,Auvergne-Rhone-Alpes,142810,2025-01-28,2025-01-28,agent_014
id_0475,apartment,Roubaix,Hauts-de-France,503936,2025-05-30,2025-06-28,agent_003
id_0476,house,Montpellier,Occitanie,1151834,2025-02-18,2025-02-23,agent_018
id_0477,studio,Poitiers,Nouvelle-Aquitaine,171161,2025-12-17,2025-12-28,agent_004
id_0478,house,Nîmes,Occitanie,363524,2025-03-12,2025-03-23,agent_016
id_0479,house,Clermont-Ferrand,Auvergne-Rhone-Alpes,457392,2025-04-22,2025-04-22,agent_008
id_0480,loft,Marseille,Provence-Alpes,782860,2025-02-09,2025-02-09,agent_005
id_0481,studio,Versailles,Ile-de-France,181677,2025-12-20,2026-01-15,agent_015
id_0482,house,Nîmes,Occitanie,1094378,2025-06-05,2025-06-05,agent_004
id_0483,house,Nice,Provence-Alpes,1607203,2025-04-27,2025-05-03,agent_005
id_0484,apartment,Versailles,Ile-de-France,281511,2025-01-10,2025-02-03,agent_014
id_0485,apartment,Boulogne-Billancourt,Ile-de-France,234385,2025-12-04,2025-12-05,agent_016
id_0486,apartment,Saint-Denis,Ile-de-France,269465,2025-06-04,2025-06-28,agent_004
id_0487,duplex,Boulogne-Billancourt,Ile-de-France,509740,2025-04-05,2025-04-05,agent_003
id_0488,duplex,Toulon,Provence-Alpes,664733,2025-06-30,2025-06-30,agent_017
id_0489,duplex,Amiens,Hauts-de-France,897935,2025-02-04,2025-02-04,agent_019
id_0490,house,Boulogne-Billancourt,Ile-de-France,645548,2025-03-29,2025-04-15,agent_001
id_0491,house,Lille,Hauts-de-France,878687,2025-12-29,2026-01-20,agent_019
id_0492,apartment,Aix-en-Provence,Provence-Alpes,389633,2025-07-01,2025-07-14,agent_007
id_0493,loft,Montpellier,Occitanie,418327,2025-06-10,2025-06-10,agent_004
id_0494,loft,Montpellier,Occitanie,678798,2025-12-27,2025-12-27,agent_002
id_0495,loft,Saint-Denis,Ile-de-France,421343,2025-07-17,2025-07-17,agent_020
id_0496,loft,Roubaix,Hauts-de-France,536845,2025-10-11,2025-11-07,agent_014
id_0497,loft,Marseille,Provence-Alpes,685290,2025-04-02,2025-04-02,agent_016
id_0498,loft,Lille,Hauts-de-France,759337,2025-09-25,2025-09-27,agent_004
id_0499,loft,Aix-en-Provence,Provence-Alpes,406663,2025-03-28,2025-03-28,agent_007
id_0500,duplex,Limoges,Nouvelle-Aquitaine,723927,2025-03-04,2025-03-04,agent_014
